"symbol","date","marketcap"
"DOGE","2018-06-05","419254905661"
"DOGE","2018-06-06","434554167542"
"DOGE","2018-06-07","428293523755"
"DOGE","2018-06-08","419946808996"
"DOGE","2018-06-09","412504965847"
"DOGE","2018-06-10","365371602834"
"DOGE","2018-06-11","371367950"
"DOGE","2018-06-12","354758101966"
"DOGE","2018-06-13","323516474"
"DOGE","2018-06-14","338168614"
"DOGE","2018-06-15","333264839523"
"DOGE","2018-06-16","332593553"
"DOGE","2018-06-17","330081698171"
"DOGE","2018-06-18","347923935035"
"DOGE","2018-06-19","348638114612"
"DOGE","2018-06-20","347206137989"
"DOGE","2018-06-21","343481918247"
"DOGE","2018-06-22","306702252792"
"DOGE","2018-06-23","303670219972"
"DOGE","2018-06-24","288641070567"
"DOGE","2018-06-25","285861157984"
"DOGE","2018-06-26","285041032835"
"DOGE","2018-06-27","280401349511"
"DOGE","2018-06-28","271187894004"
"DOGE","2018-06-29","279304722012"
"DOGE","2018-06-30","287630566836"
"DOGE","2018-07-01","286509504419"
"DOGE","2018-07-02","311174075889"
"DOGE","2018-07-03","303713116808"
"DOGE","2018-07-04","308602980"
"DOGE","2018-07-05","299294779773"
"DOGE","2018-07-06","299049594502"
"DOGE","2018-07-07","304620168816"
"DOGE","2018-07-08","300734141542"
"DOGE","2018-07-09","299949049888"
"DOGE","2018-07-10","277864985586"
"DOGE","2018-07-11","279463345288"
"DOGE","2018-07-12","265785073863"
"DOGE","2018-07-13","268861136119"
"DOGE","2018-07-14","272285060333"
"DOGE","2018-07-15","274421956281"
"DOGE","2018-07-16","329148247879"
"DOGE","2018-07-17","372245951921"
"DOGE","2018-07-18","428178334927"
"DOGE","2018-07-19","443392195254"
"DOGE","2018-07-20","393392431813"
"DOGE","2018-07-21","377290409714"
"DOGE","2018-07-22","399040882341"
"DOGE","2018-07-23","395957341953"
"DOGE","2018-07-24","417763030491"
"DOGE","2018-07-25","408948842128"
"DOGE","2018-07-26","391735302128"
"DOGE","2018-07-27","394605474642"
"DOGE","2018-07-28","392607816671"
"DOGE","2018-07-29","381945738766"
"DOGE","2018-07-30","377999635665"
"DOGE","2018-07-31","340164809296"
"DOGE","2018-08-01","365019481485"
"DOGE","2018-08-02","340387651762"
"DOGE","2018-08-03","337172279"
"DOGE","2018-08-04","317270338329"
"DOGE","2018-08-05","327938539923"
"DOGE","2018-08-06","321265094797"
"DOGE","2018-08-07","308809410878"
"DOGE","2018-08-08","279185556298"
"DOGE","2018-08-09","295514406101"
"DOGE","2018-08-10","276653725975"
"DOGE","2018-08-11","278022864789"
"DOGE","2018-08-12","278123344734"
"DOGE","2018-08-13","269736328589"
"DOGE","2018-08-14","261534677"
"DOGE","2018-08-15","266549316148"
"DOGE","2018-08-16","265235124042"
"DOGE","2018-08-17","284151788607"
"DOGE","2018-08-18","277170288232"
"DOGE","2018-08-19","286367575707"
"DOGE","2018-08-20","274272437996"
"DOGE","2018-08-21","280772182736"
"DOGE","2018-08-22","268075742068"
"DOGE","2018-08-23","276305563329"
"DOGE","2018-08-24","281064241656"
"DOGE","2018-08-25","274615435445"
"DOGE","2018-08-26","278624233162"
"DOGE","2018-08-27","285305948654"
"DOGE","2018-08-28","302144269502"
"DOGE","2018-08-29","302033241693"
"DOGE","2018-08-30","371736147615"
"DOGE","2018-08-31","555832504294"
"DOGE","2018-09-01","727970620"
"DOGE","2018-09-02","579769447222"
"DOGE","2018-09-03","610853684724"
"DOGE","2018-09-04","611181289"
"DOGE","2018-09-05","572046224431"
"DOGE","2018-09-06","581271399635"
"DOGE","2018-09-07","615880469769"
"DOGE","2018-09-08","660574627575"
"DOGE","2018-09-09","676577705495"
"DOGE","2018-09-10","800113778708"
"DOGE","2018-09-11","734786914687"
"DOGE","2018-09-12","749563101831"
"DOGE","2018-09-13","761150295435"
"DOGE","2018-09-14","717737372686"
"DOGE","2018-09-15","716133148532"
"DOGE","2018-09-16","758705130939"
"DOGE","2018-09-17","725299656712"
"DOGE","2018-09-18","694945887327"
"DOGE","2018-09-19","651826831054"
"DOGE","2018-09-20","661896910189"
"DOGE","2018-09-21","660681858128"
"DOGE","2018-09-22","669390105176"
"DOGE","2018-09-23","686080916532"
"DOGE","2018-09-24","660168122221"
"DOGE","2018-09-25","661194575513"
"DOGE","2018-09-26","662329725015"
"DOGE","2018-09-27","683838581031"
"DOGE","2018-09-28","678300466"
"DOGE","2018-09-29","682339781634"
"DOGE","2018-09-30","687215142888"
"DOGE","2018-10-01","691491511997"
"DOGE","2018-10-02","677834330757"
"DOGE","2018-10-03","663984391115"
"DOGE","2018-10-04","657223863557"
"DOGE","2018-10-05","660047445461"
"DOGE","2018-10-06","645695892723"
"DOGE","2018-10-07","647783089718"
"DOGE","2018-10-08","649726469809"
"DOGE","2018-10-09","656416571128"
"DOGE","2018-10-10","646790164936"
"DOGE","2018-10-11","582635154731"
"DOGE","2018-10-12","611427695055"
"DOGE","2018-10-13","603905182485"
"DOGE","2018-10-14","601233348731"
"DOGE","2018-10-15","608254396047"
"DOGE","2018-10-16","584946753882"
"DOGE","2018-10-17","536231883176"
"DOGE","2018-10-18","511469870124"
"DOGE","2018-10-19","521344520317"
"DOGE","2018-10-20","530881311268"
"DOGE","2018-10-21","526968561161"
"DOGE","2018-10-22","509318217263"
"DOGE","2018-10-23","486756513048"
"DOGE","2018-10-24","456437857085"
"DOGE","2018-10-25","433818658581"
"DOGE","2018-10-26","465080941067"
"DOGE","2018-10-27","489681080"
"DOGE","2018-10-28","474359841967"
"DOGE","2018-10-29","449242891107"
"DOGE","2018-10-30","449643132979"
"DOGE","2018-10-31","439603253562"
"DOGE","2018-11-01","441152745241"
"DOGE","2018-11-02","440812519171"
"DOGE","2018-11-03","436195624042"
"DOGE","2018-11-04","429511052794"
"DOGE","2018-11-05","423301552855"
"DOGE","2018-11-06","433467772"
"DOGE","2018-11-07","425182384979541"
"DOGE","2018-11-08","395578770058429"
"DOGE","2018-11-09","367129457309387"
"DOGE","2018-11-10","38406886053947"
"DOGE","2018-11-11","369745369674913"
"DOGE","2018-11-12","358414069618565"
"DOGE","2018-11-13","344531570688022"
"DOGE","2018-11-14","315331725949183"
"DOGE","2018-11-15","327645999363026"
"DOGE","2018-11-16","321325360840395"
"DOGE","2018-11-17","303689775826382"
"DOGE","2018-11-18","309369879440067"
"DOGE","2018-11-19","283005650914032"
"DOGE","2018-11-20","263932882378113"
"DOGE","2018-11-21","286620432236602"
"DOGE","2018-11-22","282441633823295"
"DOGE","2018-11-23","276466211265452"
"DOGE","2018-11-24","260499267998098"
"DOGE","2018-11-25","260041719537575"
"DOGE","2018-11-26","245848748434413"
"DOGE","2018-11-27","244511714869169"
"DOGE","2018-11-28","263216104549114"
"DOGE","2018-11-29","26263188610457"
"DOGE","2018-11-30","253728205803632"
"DOGE","2018-12-01","263750542439472"
"DOGE","2018-12-02","263285350994659"
"DOGE","2018-12-03","278040469947048"
"DOGE","2018-12-04","257494595219507"
"DOGE","2018-12-05","255697624908685"
"DOGE","2018-12-06","245980362963325"
"DOGE","2018-12-07","246818848314936"
"DOGE","2018-12-08","248738484343774"
"DOGE","2018-12-09","246649040005517"
"DOGE","2018-12-10","246427923736884"
"DOGE","2018-12-11","245087586383077"
"DOGE","2018-12-12","247778497146685"
"DOGE","2018-12-13","242442810394584"
"DOGE","2018-12-14","243041742187764"
"DOGE","2018-12-15","248156317090334"
"DOGE","2018-12-16","249589838665024"
"DOGE","2018-12-17","297529699781063"
"DOGE","2018-12-18","315219760419398"
"DOGE","2018-12-19","319482825742301"
"DOGE","2018-12-20","320894678999937"
"DOGE","2018-12-21","299000804042382"
"DOGE","2018-12-22","294025343229956"
"DOGE","2018-12-23","298792069667937"
"DOGE","2018-12-24","298584294039031"
"DOGE","2018-12-25","282621316494911"
"DOGE","2018-12-26","290868131283693"
"DOGE","2018-12-27","277947391555032"
"DOGE","2018-12-28","28624034835408"
"DOGE","2018-12-29","282658119389757"
"DOGE","2018-12-30","278470304317267"
"DOGE","2018-12-31","275928511690179"
"DOGE","2019-01-01","281442716957996"
"DOGE","2019-01-02","283171751233943"
"DOGE","2019-01-03","277679885380054"
"DOGE","2019-01-04","272494769560141"
"DOGE","2019-01-05","27299656366542"
"DOGE","2019-01-06","274056601320637"
"DOGE","2019-01-07","269018283211661"
"DOGE","2019-01-08","267977606798294"
"DOGE","2019-01-09","266854313577598"
"DOGE","2019-01-10","251103614519666"
"DOGE","2019-01-11","250754769579297"
"DOGE","2019-01-12","253082186198382"
"DOGE","2019-01-13","246733655806186"
"DOGE","2019-01-14","257213741174364"
"DOGE","2019-01-15","248720212529666"
"DOGE","2019-01-16","251931605092914"
"DOGE","2019-01-17","246798931509283"
"DOGE","2019-01-18","248304913518916"
"DOGE","2019-01-19","253903206062992"
"DOGE","2019-01-20","24984327461501"
"DOGE","2019-01-21","247737174726346"
"DOGE","2019-01-22","242632498035559"
"DOGE","2019-01-23","240979399045278"
"DOGE","2019-01-24","240547775547546"
"DOGE","2019-01-25","249905438276333"
"DOGE","2019-01-26","245748560313479"
"DOGE","2019-01-27","239272756131475"
"DOGE","2019-01-28","229396885815957"
"DOGE","2019-01-29","227482733174664"
"DOGE","2019-01-30","231532342987148"
"DOGE","2019-01-31","227283335238771"
"DOGE","2019-02-01","22630806690742"
"DOGE","2019-02-02","22861125138275"
"DOGE","2019-02-03","224849258843295"
"DOGE","2019-02-04","223945016925715"
"DOGE","2019-02-05","223012093172894"
"DOGE","2019-02-06","220417139503702"
"DOGE","2019-02-07","218008800429945"
"DOGE","2019-02-08","23120275623398"
"DOGE","2019-02-09","230403926690179"
"DOGE","2019-02-10","229995070151242"
"DOGE","2019-02-11","225276851360986"
"DOGE","2019-02-12","223946348742353"
"DOGE","2019-02-13","223902916725541"
"DOGE","2019-02-14","224325153593791"
"DOGE","2019-02-15","225621219468381"
"DOGE","2019-02-16","227597790312809"
"DOGE","2019-02-17","235719871396181"
"DOGE","2019-02-18","250094071523358"
"DOGE","2019-02-19","244633572662847"
"DOGE","2019-02-20","246042747215028"
"DOGE","2019-02-21","240071969663012"
"DOGE","2019-02-22","243372975745897"
"DOGE","2019-02-23","246661868692155"
"DOGE","2019-02-24","233678258562318"
"DOGE","2019-02-25","240373594735811"
"DOGE","2019-02-26","239562466293354"
"DOGE","2019-02-27","239107349620924"
"DOGE","2019-02-28","234089208766574"
"DOGE","2019-03-01","236294433629096"
"DOGE","2019-03-02","237292659390835"
"DOGE","2019-03-03","23692204723802"
"DOGE","2019-03-04","234927106178891"
"DOGE","2019-03-05","235312822095306"
"DOGE","2019-03-06","235065671521104"
"DOGE","2019-03-07","236034180813962"
"DOGE","2019-03-08","234803751444237"
"DOGE","2019-03-09","236946256674061"
"DOGE","2019-03-10","237074915926868"
"DOGE","2019-03-11","233158765339489"
"DOGE","2019-03-12","238641758689874"
"DOGE","2019-03-13","240262325865225"
"DOGE","2019-03-14","241919026728706"
"DOGE","2019-03-15","243069197744295"
"DOGE","2019-03-16","246562176266734"
"DOGE","2019-03-17","2469848469038"
"DOGE","2019-03-18","247277160020906"
"DOGE","2019-03-19","248260771297656"
"DOGE","2019-03-20","244693571253137"
"DOGE","2019-03-21","243873314506114"
"DOGE","2019-03-22","243742932622498"
"DOGE","2019-03-23","245183327739392"
"DOGE","2019-03-24","243962932120316"
"DOGE","2019-03-25","242770806122323"
"DOGE","2019-03-26","244056902209011"
"DOGE","2019-03-27","247769700134811"
"DOGE","2019-03-28","246454838409083"
"DOGE","2019-03-29","248123446936437"
"DOGE","2019-03-30","247321175307952"
"DOGE","2019-03-31","247350012097438"
"DOGE","2019-04-01","29264181111261"
"DOGE","2019-04-02","332358223246825"
"DOGE","2019-04-03","376346599001668"
"DOGE","2019-04-04","439749413925701"
"DOGE","2019-04-05","427026547926532"
"DOGE","2019-04-06","409155292835093"
"DOGE","2019-04-07","406652917492884"
"DOGE","2019-04-08","362309890128445"
"DOGE","2019-04-09","343234838527354"
"DOGE","2019-04-10","359651119910998"
"DOGE","2019-04-11","332037825219654"
"DOGE","2019-04-12","339977666992995"
"DOGE","2019-04-13","342015736359087"
"DOGE","2019-04-14","343200438446089"
"DOGE","2019-04-15","332280603221462"
"DOGE","2019-04-16","337688746065502"
"DOGE","2019-04-17","334723161140105"
"DOGE","2019-04-18","350965937859117"
"DOGE","2019-04-19","344694916159112"
"DOGE","2019-04-20","345812689167461"
"DOGE","2019-04-21","328896047982303"
"DOGE","2019-04-22","333525284068504"
"DOGE","2019-04-23","330508959539314"
"DOGE","2019-04-24","309878403368902"
"DOGE","2019-04-25","298780219364871"
"DOGE","2019-04-26","300449791835983"
"DOGE","2019-04-27","30009505801635"
"DOGE","2019-04-28","301935050863943"
"DOGE","2019-04-29","294229866032108"
"DOGE","2019-04-30","299790179203632"
"DOGE","2019-05-01","300837223669261"
"DOGE","2019-05-02","311635238316092"
"DOGE","2019-05-03","324719935496409"
"DOGE","2019-05-04","319848588165382"
"DOGE","2019-05-05","3166966772539"
"DOGE","2019-05-06","303508480545574"
"DOGE","2019-05-07","302868566662485"
"DOGE","2019-05-08","30295252975183"
"DOGE","2019-05-09","298547818682414"
"DOGE","2019-05-10","301197111107606"
"DOGE","2019-05-11","328986275313012"
"DOGE","2019-05-12","318441124804875"
"DOGE","2019-05-13","32929847378884"
"DOGE","2019-05-14","366618100672179"
"DOGE","2019-05-15","395364529264547"
"DOGE","2019-05-16","378701248616612"
"DOGE","2019-05-17","354120288238997"
"DOGE","2019-05-18","359326116325298"
"DOGE","2019-05-19","380056299375571"
"DOGE","2019-05-20","363688982459936"
"DOGE","2019-05-21","369138169513289"
"DOGE","2019-05-22","351505520098358"
"DOGE","2019-05-23","354207199246359"
"DOGE","2019-05-24","35828110235542"
"DOGE","2019-05-25","357860014062915"
"DOGE","2019-05-26","370079611685648"
"DOGE","2019-05-27","375920685774088"
"DOGE","2019-05-28","376838964042123"
"DOGE","2019-05-29","37434290317612"
"DOGE","2019-05-30","390104147420554"
"DOGE","2019-05-31","412039594834364"
"DOGE","2019-06-01","409426093689958"
"DOGE","2019-06-02","406924035043616"
"DOGE","2019-06-03","383067693888539"
"DOGE","2019-06-04","364362598069468"
"DOGE","2019-06-05","367856968406008"
"DOGE","2019-06-06","369884381688593"
"DOGE","2019-06-07","372741941089416"
"DOGE","2019-06-08","369623512090643"
"DOGE","2019-06-09","36101175053997"
"DOGE","2019-06-10","370527383013694"
"DOGE","2019-06-11","366598994178945"
"DOGE","2019-06-12","367743216439949"
"DOGE","2019-06-13","368689737042006"
"DOGE","2019-06-14","374713827286984"
"DOGE","2019-06-15","378704191602897"
"DOGE","2019-06-16","382232242973778"
"DOGE","2019-06-17","382759058310154"
"DOGE","2019-06-18","374976170798191"
"DOGE","2019-06-19","375562335431735"
"DOGE","2019-06-20","379320132144197"
"DOGE","2019-06-21","386823956464658"
"DOGE","2019-06-22","393654484630509"
"DOGE","2019-06-23","396730842805816"
"DOGE","2019-06-24","404420400932071"
"DOGE","2019-06-25","407366308780511"
"DOGE","2019-06-26","405826744169832"
"DOGE","2019-06-27","39985915263683"
"DOGE","2019-06-28","419171359868963"
"DOGE","2019-06-29","4090630985845"
"DOGE","2019-06-30","39142331758106"
"DOGE","2019-07-01","389069550768649"
"DOGE","2019-07-02","385000907756708"
"DOGE","2019-07-03","398204900640692"
"DOGE","2019-07-04","388085562578922"
"DOGE","2019-07-05","464839135602298"
"DOGE","2019-07-06","426421765978934"
"DOGE","2019-07-07","436892153684487"
"DOGE","2019-07-08","427975398685475"
"DOGE","2019-07-09","426861436117779"
"DOGE","2019-07-10","411846677525871"
"DOGE","2019-07-11","390119795079366"
"DOGE","2019-07-12","401865725844649"
"DOGE","2019-07-13","390920284308042"
"DOGE","2019-07-14","362718198986017"
"DOGE","2019-07-15","372153997380526"
"DOGE","2019-07-16","340039852867687"
"DOGE","2019-07-17","364796543404116"
"DOGE","2019-07-18","37580242486651"
"DOGE","2019-07-19","368322123281642"
"DOGE","2019-07-20","375496388561238"
"DOGE","2019-07-21","370439302885689"
"DOGE","2019-07-22","360973873576175"
"DOGE","2019-07-23","34698916183281"
"DOGE","2019-07-24","351265071530279"
"DOGE","2019-07-25","351999833164186"
"DOGE","2019-07-26","351972410639651"
"DOGE","2019-07-27","340210523754065"
"DOGE","2019-07-28","344666082675676"
"DOGE","2019-07-29","342396264827239"
"DOGE","2019-07-30","339690583313042"
"DOGE","2019-07-31","349610537747977"
"DOGE","2019-08-01","356641797607777"
"DOGE","2019-08-02","350830676770969"
"DOGE","2019-08-03","351275677827523"
"DOGE","2019-08-04","354483149254108"
"DOGE","2019-08-05","372477432865982"
"DOGE","2019-08-06","355991865550507"
"DOGE","2019-08-07","362745386161324"
"DOGE","2019-08-08","353408334377279"
"DOGE","2019-08-09","350568745498968"
"DOGE","2019-08-10","34312007204825"
"DOGE","2019-08-11","349886911423066"
"DOGE","2019-08-12","347750297129122"
"DOGE","2019-08-13","341124651883648"
"DOGE","2019-08-14","328706637336832"
"DOGE","2019-08-15","318849058829889"
"DOGE","2019-08-16","323821638318145"
"DOGE","2019-08-17","319657988417752"
"DOGE","2019-08-18","328961191382942"
"DOGE","2019-08-19","338022974102467"
"DOGE","2019-08-20","333973893536444"
"DOGE","2019-08-21","323282142680742"
"DOGE","2019-08-22","326418778663991"
"DOGE","2019-08-23","32805205737882"
"DOGE","2019-08-24","32178750338861"
"DOGE","2019-08-25","321922165279636"
"DOGE","2019-08-26","324057575398672"
"DOGE","2019-08-27","316922333350595"
"DOGE","2019-08-28","30528191097483"
"DOGE","2019-08-29","29635353269928"
"DOGE","2019-08-30","300273833854111"
"DOGE","2019-08-31","303898754402247"
"DOGE","2019-09-01","301547448716597"
"DOGE","2019-09-02","314174809245812"
"DOGE","2019-09-03","314163634288929"
"DOGE","2019-09-04","325624542787525"
"DOGE","2019-09-05","306473459542747"
"DOGE","2019-09-06","303870099631257"
"DOGE","2019-09-07","304626896533521"
"DOGE","2019-09-08","302972061331851"
"DOGE","2019-09-09","298135096317599"
"DOGE","2019-09-10","295224766160785"
"DOGE","2019-09-11","290629359975511"
"DOGE","2019-09-12","293854225873227"
"DOGE","2019-09-13","293959645770237"
"DOGE","2019-09-14","295798965957362"
"DOGE","2019-09-15","298246050434078"
"DOGE","2019-09-16","29764742644343"
"DOGE","2019-09-17","316212957706881"
"DOGE","2019-09-18","329649837446452"
"DOGE","2019-09-19","328562682408345"
"DOGE","2019-09-20","324135090957539"
"DOGE","2019-09-21","313689746904664"
"DOGE","2019-09-22","314478667375803"
"DOGE","2019-09-23","301618719020143"
"DOGE","2019-09-24","270292234837895"
"DOGE","2019-09-25","266601412974145"
"DOGE","2019-09-26","261563927496273"
"DOGE","2019-09-27","26954563350762"
"DOGE","2019-09-28","271215845193263"
"DOGE","2019-09-29","269929126278747"
"DOGE","2019-09-30","289882718675439"
"DOGE","2019-10-01","290007971362601"
"DOGE","2019-10-02","285590696249197"
"DOGE","2019-10-03","282370082884902"
"DOGE","2019-10-04","286684074986573"
"DOGE","2019-10-05","282153892796836"
"DOGE","2019-10-06","285110218071853"
"DOGE","2019-10-07","290494970512602"
"DOGE","2019-10-08","28511408196272"
"DOGE","2019-10-09","290246473655638"
"DOGE","2019-10-10","283471138128954"
"DOGE","2019-10-11","285091460244972"
"DOGE","2019-10-12","284518006262041"
"DOGE","2019-10-13","297629961951253"
"DOGE","2019-10-14","309575030767067"
"DOGE","2019-10-15","305248061408702"
"DOGE","2019-10-16","317190469358066"
"DOGE","2019-10-17","3351634092963"
"DOGE","2019-10-18","32925302193778"
"DOGE","2019-10-19","33375270155005"
"DOGE","2019-10-20","33230820479276"
"DOGE","2019-10-21","337678499542684"
"DOGE","2019-10-22","312300057281714"
"DOGE","2019-10-23","303741402455736"
"DOGE","2019-10-24","309068054374129"
"DOGE","2019-10-25","326793803715882"
"DOGE","2019-10-26","319273921860287"
"DOGE","2019-10-27","323238307775632"
"DOGE","2019-10-28","32235288067368"
"DOGE","2019-10-29","323421852221851"
"DOGE","2019-10-30","318792234722316"
"DOGE","2019-10-31","318711696451941"
"DOGE","2019-11-01","32055723577686"
"DOGE","2019-11-02","320192884809535"
"DOGE","2019-11-03","32138494194111"
"DOGE","2019-11-04","318630213427097"
"DOGE","2019-11-05","31989921355598"
"DOGE","2019-11-06","320462936358363"
"DOGE","2019-11-07","332378116853195"
"DOGE","2019-11-08","323568239581311"
"DOGE","2019-11-09","330918440285401"
"DOGE","2019-11-10","338534498370242"
"DOGE","2019-11-11","331233143623261"
"DOGE","2019-11-12","33251314182404"
"DOGE","2019-11-13","329198490502182"
"DOGE","2019-11-14","327123523215582"
"DOGE","2019-11-15","324279636711384"
"DOGE","2019-11-16","325863005982339"
"DOGE","2019-11-17","323291533642262"
"DOGE","2019-11-18","314572758761176"
"DOGE","2019-11-19","311165408825792"
"DOGE","2019-11-20","312212809933611"
"DOGE","2019-11-21","296327208697332"
"DOGE","2019-11-22","288557851564584"
"DOGE","2019-11-23","306003875284027"
"DOGE","2019-11-24","289036445546275"
"DOGE","2019-11-25","279365755275518"
"DOGE","2019-11-26","280017041866504"
"DOGE","2019-11-27","285878920447868"
"DOGE","2019-11-28","282749816475182"
"DOGE","2019-11-29","300286976689369"
"DOGE","2019-11-30","283632277834985"
"DOGE","2019-12-01","280260602432215"
"DOGE","2019-12-02","273321735200433"
"DOGE","2019-12-03","271179198672449"
"DOGE","2019-12-04","270124716069859"
"DOGE","2019-12-05","271958842543012"
"DOGE","2019-12-06","272363964707709"
"DOGE","2019-12-07","272923283787785"
"DOGE","2019-12-08","273855019177549"
"DOGE","2019-12-09","270249023099329"
"DOGE","2019-12-10","26976052129683"
"DOGE","2019-12-11","267452542195208"
"DOGE","2019-12-12","267889467079336"
"DOGE","2019-12-13","266326828808131"
"DOGE","2019-12-14","265712613552855"
"DOGE","2019-12-15","263792776968528"
"DOGE","2019-12-16","259756534817439"
"DOGE","2019-12-17","247187444530538"
"DOGE","2019-12-18","267456561365722"
"DOGE","2019-12-19","260179865529452"
"DOGE","2019-12-20","254253745737655"
"DOGE","2019-12-21","255384097782294"
"DOGE","2019-12-22","259272041121902"
"DOGE","2019-12-23","254110240890954"
"DOGE","2019-12-24","25413132425429"
"DOGE","2019-12-25","256078593465785"
"DOGE","2019-12-26","252331534487034"
"DOGE","2019-12-27","25173759400625"
"DOGE","2019-12-28","253200405502726"
"DOGE","2019-12-29","253718796411184"
"DOGE","2019-12-30","252057915579338"
"DOGE","2019-12-31","248883033586831"
"DOGE","2020-01-01","249432496876089"
"DOGE","2020-01-02","24651847893142"
"DOGE","2020-01-03","263328861908919"
"DOGE","2020-01-04","275114092669902"
"DOGE","2020-01-05","296989929958002"
"DOGE","2020-01-06","302412673447395"
"DOGE","2020-01-07","298738083403373"
"DOGE","2020-01-08","28159419123327"
"DOGE","2020-01-09","277106182671971"
"DOGE","2020-01-10","289375370842334"
"DOGE","2020-01-11","284228140879509"
"DOGE","2020-01-12","292507504015728"
"DOGE","2020-01-13","289722805351358"
"DOGE","2020-01-14","303552342209688"
"DOGE","2020-01-15","291129905063257"
"DOGE","2020-01-16","288233512702912"
"DOGE","2020-01-17","306098384408112"
"DOGE","2020-01-18","308242054726058"
"DOGE","2020-01-19","295732370581367"
"DOGE","2020-01-20","291955767010132"
"DOGE","2020-01-21","292280593381007"
"DOGE","2020-01-22","285795825087593"
"DOGE","2020-01-23","278962447808787"
"DOGE","2020-01-24","280006237420921"
"DOGE","2020-01-25","277757847353706"
"DOGE","2020-01-26","283609272572719"
"DOGE","2020-01-27","291399495398829"
"DOGE","2020-01-28","301513932972359"
"DOGE","2020-01-29","294177531674357"
"DOGE","2020-01-30","300452707253648"
"DOGE","2020-01-31","294719511403612"
"DOGE","2020-02-01","298258838842198"
"DOGE","2020-02-02","30401134702579"
"DOGE","2020-02-03","300519838686688"
"DOGE","2020-02-04","308369226050807"
"DOGE","2020-02-05","318098839653614"
"DOGE","2020-02-06","326893710213855"
"DOGE","2020-02-07","341181360982181"
"DOGE","2020-02-08","389267351012849"
"DOGE","2020-02-09","398390042126141"
"DOGE","2020-02-10","368116092420674"
"DOGE","2020-02-11","374865844517358"
"DOGE","2020-02-12","381325934548073"
"DOGE","2020-02-13","3731218300436"
"DOGE","2020-02-14","38598312591904"
"DOGE","2020-02-15","360091409996616"
"DOGE","2020-02-16","342218086660317"
"DOGE","2020-02-17","334603231030554"
"DOGE","2020-02-18","350309552415687"
"DOGE","2020-02-19","3237908539859"
"DOGE","2020-02-20","328108479139087"
"DOGE","2020-02-21","326850964899452"
"DOGE","2020-02-22","321103019818438"
"DOGE","2020-02-23","330869854506872"
"DOGE","2020-02-24","31971294648606"
"DOGE","2020-02-25","305747426670276"
"DOGE","2020-02-26","288866739024308"
"DOGE","2020-02-27","286998184928365"
"DOGE","2020-02-28","282688554427628"
"DOGE","2020-02-29","276061991843286"
"DOGE","2020-03-01","281031073159536"
"DOGE","2020-03-02","2901892074532"
"DOGE","2020-03-03","308838196564191"
"DOGE","2020-03-04","296360513877235"
"DOGE","2020-03-05","309716478811719"
"DOGE","2020-03-06","308500232532776"
"DOGE","2020-03-07","29726754721324"
"DOGE","2020-03-08","270393757766826"
"DOGE","2020-03-09","27381870627516"
"DOGE","2020-03-10","272882609986803"
"DOGE","2020-03-11","270074772379497"
"DOGE","2020-03-12","190144933816014"
"DOGE","2020-03-13","214986092172923"
"DOGE","2020-03-14","206091389858682"
"DOGE","2020-03-15","208529246530011"
"DOGE","2020-03-16","196417176377177"
"DOGE","2020-03-17","196461667718322"
"DOGE","2020-03-18","193785698407974"
"DOGE","2020-03-19","219514141337855"
"DOGE","2020-03-20","219455535697865"
"DOGE","2020-03-21","220961923934094"
"DOGE","2020-03-22","214343344138332"
"DOGE","2020-03-23","223492493579591"
"DOGE","2020-03-24","229239744696236"
"DOGE","2020-03-25","227179862278478"
"DOGE","2020-03-26","228149691202495"
"DOGE","2020-03-27","223900764270753"
"DOGE","2020-03-28","220300503691932"
"DOGE","2020-03-29","213563007151415"
"DOGE","2020-03-30","226946377389913"
"DOGE","2020-03-31","224479953112359"
"DOGE","2020-04-01","231413176567819"
"DOGE","2020-04-02","233351815056405"
"DOGE","2020-04-03","229778125901206"
"DOGE","2020-04-04","233196515174848"
"DOGE","2020-04-05","231320500222612"
"DOGE","2020-04-06","245612628232734"
"DOGE","2020-04-07","247774783222172"
"DOGE","2020-04-08","249600632678744"
"DOGE","2020-04-09","250828570364084"
"DOGE","2020-04-10","244243873874271"
"DOGE","2020-04-11","246938787076334"
"DOGE","2020-04-12","247017402663509"
"DOGE","2020-04-13","243169532136064"
"DOGE","2020-04-14","243890207335785"
"DOGE","2020-04-15","240940084034266"
"DOGE","2020-04-16","251792237805995"
"DOGE","2020-04-17","250020332926281"
"DOGE","2020-04-18","255975738165998"
"DOGE","2020-04-19","255679213722494"
"DOGE","2020-04-20","246254197398968"
"DOGE","2020-04-21","244952725084459"
"DOGE","2020-04-22","249859465509535"
"DOGE","2020-04-23","25440573244458"
"DOGE","2020-04-24","261348176248226"
"DOGE","2020-04-25","266196402023277"
"DOGE","2020-04-26","299489107988736"
"DOGE","2020-04-27","292782250535125"
"DOGE","2020-04-28","290826200106014"
"DOGE","2020-04-29","313022241209475"
"DOGE","2020-04-30","303821692334527"
"DOGE","2020-05-01","310205840541571"
"DOGE","2020-05-02","317137161584042"
"DOGE","2020-05-03","312317539787165"
"DOGE","2020-05-04","308717731831182"
"DOGE","2020-05-05","309152819380662"
"DOGE","2020-05-06","314770174944714"
"DOGE","2020-05-07","331559200540199"
"DOGE","2020-05-08","326773515204208"
"DOGE","2020-05-09","325340680086276"
"DOGE","2020-05-10","306205310245471"
"DOGE","2020-05-11","300433957548385"
