"symbol","date","volume"
"DOGE","2018-04-15",11867500
"DOGE","2018-04-16",22272600
"DOGE","2018-04-17",17139500
"DOGE","2018-04-18",21720200
"DOGE","2018-04-19",27012500
"DOGE","2018-04-20",23110700
"DOGE","2018-04-21",25007100
"DOGE","2018-04-22",18456900
"DOGE","2018-04-23",33576300
"DOGE","2018-04-24",36637000
"DOGE","2018-04-25",38270000
"DOGE","2018-04-26",41358700
"DOGE","2018-04-27",38969800
"DOGE","2018-04-28",35916600
"DOGE","2018-04-29",37883800
"DOGE","2018-04-30",36411800
"DOGE","2018-05-01",11657500
"DOGE","2018-05-02",49958400
"DOGE","2018-05-03",50484900
"DOGE","2018-05-04",14434200
"DOGE","2018-05-05",30335800
"DOGE","2018-05-06",33446900
"DOGE","2018-05-07",25891500
"DOGE","2018-05-08",40660100
"DOGE","2018-05-09",33562300
"DOGE","2018-05-10",34878500
"DOGE","2018-05-11",27582800
"DOGE","2018-05-12",27449400
"DOGE","2018-05-13",19823500
"DOGE","2018-05-14",12399700
"DOGE","2018-05-15",21076900
"DOGE","2018-05-16",9611630
"DOGE","2018-05-17",17314000
"DOGE","2018-05-18",13622000
"DOGE","2018-05-19",15007400
"DOGE","2018-05-20",15909900
"DOGE","2018-05-21",18454500
"DOGE","2018-05-22",10205700
"DOGE","2018-05-23",14899100
"DOGE","2018-05-24",10460200
"DOGE","2018-05-25",10613600
"DOGE","2018-05-26",6353660
"DOGE","2018-05-27",3494870
"DOGE","2018-05-28",7502800
"DOGE","2018-05-29",9244550
"DOGE","2018-05-30",7463910
"DOGE","2018-05-31",8971080
"DOGE","2018-06-01",5436780
"DOGE","2018-06-02",5918490
"DOGE","2018-06-03",19570200
"DOGE","2018-06-04",22162200
"DOGE","2018-06-05",18819700
"DOGE","2018-06-06",21273700
"DOGE","2018-06-07",6110720
"DOGE","2018-06-08",6921140
"DOGE","2018-06-09",4672910
"DOGE","2018-06-10",7439530
"DOGE","2018-06-11",4841840
"DOGE","2018-06-12",4965300
"DOGE","2018-06-13",11074900
"DOGE","2018-06-14",9869880
"DOGE","2018-06-15",12125600
"DOGE","2018-06-16",6642410
"DOGE","2018-06-17",6253640
"DOGE","2018-06-18",8143520
"DOGE","2018-06-19",4460270
"DOGE","2018-06-20",3245680
"DOGE","2018-06-21",3952000
"DOGE","2018-06-22",9291920
"DOGE","2018-06-23",9938440
"DOGE","2018-06-24",9879600
"DOGE","2018-06-25",5693670
"DOGE","2018-06-26",4070170
"DOGE","2018-06-27",5765380
"DOGE","2018-06-28",3678050
"DOGE","2018-06-29",3832380
"DOGE","2018-06-30",6122900
"DOGE","2018-07-01",8435030
"DOGE","2018-07-02",5812800
"DOGE","2018-07-03",5643560
"DOGE","2018-07-04",4781340
"DOGE","2018-07-05",3792270
"DOGE","2018-07-06",4306990
"DOGE","2018-07-07",4205310
"DOGE","2018-07-08",5004800
"DOGE","2018-07-09",4233540
"DOGE","2018-07-10",6741490
"DOGE","2018-07-11",9788650
"DOGE","2018-07-12",4220800
"DOGE","2018-07-13",6191910
"DOGE","2018-07-14",4179950
"DOGE","2018-07-15",3869860
"DOGE","2018-07-16",15576200
"DOGE","2018-07-17",15429200
"DOGE","2018-07-18",39281300
"DOGE","2018-07-19",25349600
"DOGE","2018-07-20",18017900
"DOGE","2018-07-21",13342900
"DOGE","2018-07-22",11356800
"DOGE","2018-07-23",8372820
"DOGE","2018-07-24",10829100
"DOGE","2018-07-25",13195600
"DOGE","2018-07-26",6916450
"DOGE","2018-07-27",5090340
"DOGE","2018-07-28",3341480
"DOGE","2018-07-29",5890530
"DOGE","2018-07-30",13732200
"DOGE","2018-07-31",14253600
"DOGE","2018-08-01",14829700
"DOGE","2018-08-02",6942240
"DOGE","2018-08-03",9546950
"DOGE","2018-08-04",7980110
"DOGE","2018-08-05",11384200
"DOGE","2018-08-06",5668670
"DOGE","2018-08-07",5725520
"DOGE","2018-08-08",4879040
"DOGE","2018-08-09",7374010
"DOGE","2018-08-10",4693290
"DOGE","2018-08-11",5083850
"DOGE","2018-08-12",3433940
"DOGE","2018-08-13",4981090
"DOGE","2018-08-14",7512400
"DOGE","2018-08-15",5379460
"DOGE","2018-08-16",5860370
"DOGE","2018-08-17",5233940
"DOGE","2018-08-18",6738940
"DOGE","2018-08-19",2665100
"DOGE","2018-08-20",2424120
"DOGE","2018-08-21",2134170
"DOGE","2018-08-22",5962320
"DOGE","2018-08-23",2596260
"DOGE","2018-08-24",3251910
"DOGE","2018-08-25",4028740
"DOGE","2018-08-26",2912230
"DOGE","2018-08-27",3618660
"DOGE","2018-08-28",5215460
"DOGE","2018-08-29",4588400
"DOGE","2018-08-30",33967500
"DOGE","2018-08-31",77150500
"DOGE","2018-09-01",193826000
"DOGE","2018-09-02",139429000
"DOGE","2018-09-03",57158800
"DOGE","2018-09-04",32495100
"DOGE","2018-09-05",50536000
"DOGE","2018-09-06",32481300
"DOGE","2018-09-07",37618700
"DOGE","2018-09-08",48248300
"DOGE","2018-09-09",32572000
"DOGE","2018-09-10",76891600
"DOGE","2018-09-11",89882900
"DOGE","2018-09-12",59824100
"DOGE","2018-09-13",45785700
"DOGE","2018-09-14",41910000
"DOGE","2018-09-15",16956400
"DOGE","2018-09-16",21598600
"DOGE","2018-09-17",26385900
"DOGE","2018-09-18",39689500
"DOGE","2018-09-19",38645300
"DOGE","2018-09-20",25354400
"DOGE","2018-09-21",22345300
"DOGE","2018-09-22",14917600
"DOGE","2018-09-23",12445100
"DOGE","2018-09-24",17243600
"DOGE","2018-09-25",17598700
"DOGE","2018-09-26",11673600
"DOGE","2018-09-27",15096200
"DOGE","2018-09-28",14461600
"DOGE","2018-09-29",15626800
"DOGE","2018-09-30",13396600
"DOGE","2018-10-01",20096400
"DOGE","2018-10-02",15357200
"DOGE","2018-10-03",15933900
"DOGE","2018-10-04",14529600
"DOGE","2018-10-05",12566200
"DOGE","2018-10-06",13055500
"DOGE","2018-10-07",7755690
"DOGE","2018-10-08",12177400
"DOGE","2018-10-09",8996090
"DOGE","2018-10-10",10274400
"DOGE","2018-10-11",18770800
"DOGE","2018-10-12",9635600
"DOGE","2018-10-13",8095130
"DOGE","2018-10-14",7930760
"DOGE","2018-10-15",18579800
"DOGE","2018-10-16",11794600
"DOGE","2018-10-17",24144600
"DOGE","2018-10-18",22842600
"DOGE","2018-10-19",17274700
"DOGE","2018-10-20",7574780
"DOGE","2018-10-21",7521080
"DOGE","2018-10-22",10602500
"DOGE","2018-10-23",12913100
"DOGE","2018-10-24",17832300
"DOGE","2018-10-25",12336100
"DOGE","2018-10-26",16214900
"DOGE","2018-10-27",23286000
"DOGE","2018-10-28",11694700
"DOGE","2018-10-29",14051900
"DOGE","2018-10-30",11828900
"DOGE","2018-10-31",14273900
"DOGE","2018-11-01",10034100
"DOGE","2018-11-02",11323400
"DOGE","2018-11-03",7815160
"DOGE","2018-11-04",8992540
"DOGE","2018-11-05",11645300
"DOGE","2018-11-06",15554100
"DOGE","2018-11-07",10603600
"DOGE","2018-11-08",13533900
"DOGE","2018-11-09",18644000
"DOGE","2018-11-10",15996900
"DOGE","2018-11-11",8201330
"DOGE","2018-11-12",10401200
"DOGE","2018-11-13",7309800
"DOGE","2018-11-14",15358000
"DOGE","2018-11-15",22776600
"DOGE","2018-11-16",24758900
"DOGE","2018-11-17",18533300
"DOGE","2018-11-18",11556400
"DOGE","2018-11-19",16481100
"DOGE","2018-11-20",20588800
"DOGE","2018-11-21",28366700
"DOGE","2018-11-22",13264200
"DOGE","2018-11-23",11322000
"DOGE","2018-11-24",11318100
"DOGE","2018-11-25",11793900
"DOGE","2018-11-26",11991200
"DOGE","2018-11-27",11737900
"DOGE","2018-11-28",14675800
"DOGE","2018-11-29",128486167197877
"DOGE","2018-11-30",112897291823192
"DOGE","2018-12-01",95963265456771
"DOGE","2018-12-02",934651369692851
"DOGE","2018-12-03",124817244657872
"DOGE","2018-12-04",178513885861547
"DOGE","2018-12-05",206346885332709
"DOGE","2018-12-06",247661522058741
"DOGE","2018-12-07",27761895029927
"DOGE","2018-12-08",187418676311327
"DOGE","2018-12-09",169619698685691
"DOGE","2018-12-10",15898037633316
"DOGE","2018-12-11",160966404468821
"DOGE","2018-12-12",185640068367806
"DOGE","2018-12-13",176604167077338
"DOGE","2018-12-14",161634538831345
"DOGE","2018-12-15",135790482607641
"DOGE","2018-12-16",16084724631873
"DOGE","2018-12-17",386330666478994
"DOGE","2018-12-18",398388796480741
"DOGE","2018-12-19",298740950258018
"DOGE","2018-12-20",237130343709016
"DOGE","2018-12-21",223997772676462
"DOGE","2018-12-22",184566155911074
"DOGE","2018-12-23",200414911279096
"DOGE","2018-12-24",245369657488298
"DOGE","2018-12-25",193405473207908
"DOGE","2018-12-26",174776192632948
"DOGE","2018-12-27",192249323330298
"DOGE","2018-12-28",194398946548724
"DOGE","2018-12-29",169850147042373
"DOGE","2018-12-30",168460191882694
"DOGE","2018-12-31",18724787783926
"DOGE","2019-01-01",173647437527231
"DOGE","2019-01-02",180153924024273
"DOGE","2019-01-03",176192344212152
"DOGE","2019-01-04",195300998960146
"DOGE","2019-01-05",171485860189714
"DOGE","2019-01-06",181751113578102
"DOGE","2019-01-07",158990038160263
"DOGE","2019-01-08",209944166554332
"DOGE","2019-01-09",17010797289532
"DOGE","2019-01-10",211741091382673
"DOGE","2019-01-11",171872432258367
"DOGE","2019-01-12",14167258362313
"DOGE","2019-01-13",180593055252369
"DOGE","2019-01-14",185348431627875
"DOGE","2019-01-15",159863478628574
"DOGE","2019-01-16",136561806426611
"DOGE","2019-01-17",138822171245462
"DOGE","2019-01-18",12471672187675
"DOGE","2019-01-19",160888202879671
"DOGE","2019-01-20",161780076222378
"DOGE","2019-01-21",172059207499122
"DOGE","2019-01-22",189718369152753
"DOGE","2019-01-23",156721152523187
"DOGE","2019-01-24",158258053378017
"DOGE","2019-01-25",159531212971981
"DOGE","2019-01-26",155880788368134
"DOGE","2019-01-27",162333375222709
"DOGE","2019-01-28",162651364186979
"DOGE","2019-01-29",148098438006474
"DOGE","2019-01-30",118130180486813
"DOGE","2019-01-31",138240592741342
"DOGE","2019-02-01",174117511476431
"DOGE","2019-02-02",131846628274314
"DOGE","2019-02-03",153544090015635
"DOGE","2019-02-04",131691255393294
"DOGE","2019-02-05",139833163899525
"DOGE","2019-02-06",152463403294259
"DOGE","2019-02-07",142282482825743
"DOGE","2019-02-08",179560519078616
"DOGE","2019-02-09",144555292481076
"DOGE","2019-02-10",158283705988155
"DOGE","2019-02-11",15220889183601
"DOGE","2019-02-12",169710976762724
"DOGE","2019-02-13",154404514883199
"DOGE","2019-02-14",168794224793957
"DOGE","2019-02-15",147541601132807
"DOGE","2019-02-16",143512565754735
"DOGE","2019-02-17",192086586233381
"DOGE","2019-02-18",264574933706552
"DOGE","2019-02-19",268838362124863
"DOGE","2019-02-20",209760831161042
"DOGE","2019-02-21",183085752725881
"DOGE","2019-02-22",198500278133579
"DOGE","2019-02-23",204870038246606
"DOGE","2019-02-24",251719468958647
"DOGE","2019-02-25",209658517911966
"DOGE","2019-02-26",19292966341926
"DOGE","2019-02-27",19512740000614
"DOGE","2019-02-28",181912760355319
"DOGE","2019-03-01",187775668984902
"DOGE","2019-03-02",173305504955479
"DOGE","2019-03-03",157539834228013
"DOGE","2019-03-04",1674453268956
"DOGE","2019-03-05",194207393729921
"DOGE","2019-03-06",173750793385922
"DOGE","2019-03-07",179760883914482
"DOGE","2019-03-08",17551403686868
"DOGE","2019-03-09",173488330389795
"DOGE","2019-03-10",145971778644497
"DOGE","2019-03-11",202122584280106
"DOGE","2019-03-12",208171648981439
"DOGE","2019-03-13",173664621671085
"DOGE","2019-03-14",126754181710234
"DOGE","2019-03-15",144697934415624
"DOGE","2019-03-16",172626604655832
"DOGE","2019-03-17",176830100801819
"DOGE","2019-03-18",219587926756384
"DOGE","2019-03-19",205491622963272
"DOGE","2019-03-20",179122763308921
"DOGE","2019-03-21",189619367430832
"DOGE","2019-03-22",172435481742319
"DOGE","2019-03-23",157247620055816
"DOGE","2019-03-24",165417207023219
"DOGE","2019-03-25",175558183578226
"DOGE","2019-03-26",193544978984875
"DOGE","2019-03-27",231945016275147
"DOGE","2019-03-28",205587614211808
"DOGE","2019-03-29",215820488715471
"DOGE","2019-03-30",192127883766832
"DOGE","2019-03-31",187853001572422
"DOGE","2019-04-01",491168938185979
"DOGE","2019-04-02",602983623992124
"DOGE","2019-04-03",898632868021211
"DOGE","2019-04-04",164634740849062
"DOGE","2019-04-05",633311360609008
"DOGE","2019-04-06",463438098939581
"DOGE","2019-04-07",502249841177995
"DOGE","2019-04-08",62195172913036
"DOGE","2019-04-09",532107033270234
"DOGE","2019-04-10",507187613772146
"DOGE","2019-04-11",458812091104061
"DOGE","2019-04-12",428788774823252
"DOGE","2019-04-13",348708655489478
"DOGE","2019-04-14",30693264077066
"DOGE","2019-04-15",366694370749382
"DOGE","2019-04-16",31946319890028
"DOGE","2019-04-17",320279219711555
"DOGE","2019-04-18",42590190400933
"DOGE","2019-04-19",360593382448342
"DOGE","2019-04-20",355423769333333
"DOGE","2019-04-21",370779861508474
"DOGE","2019-04-22",363346211044187
"DOGE","2019-04-23",372615467433892
"DOGE","2019-04-24",432292768622801
"DOGE","2019-04-25",334220712405378
"DOGE","2019-04-26",330704935930863
"DOGE","2019-04-27",271942240941438
"DOGE","2019-04-28",256002723813347
"DOGE","2019-04-29",329740559744166
"DOGE","2019-04-30",347532610652076
"DOGE","2019-05-01",303167819738433
"DOGE","2019-05-02",345062721028941
"DOGE","2019-05-03",409697764309508
"DOGE","2019-05-04",398148722105671
"DOGE","2019-05-05",331619341901989
"DOGE","2019-05-06",370207997497111
"DOGE","2019-05-07",381438646782333
"DOGE","2019-05-08",322007035319745
"DOGE","2019-05-09",307202371448596
"DOGE","2019-05-10",32480632664915
"DOGE","2019-05-11",485218743479659
"DOGE","2019-05-12",445770973755086
"DOGE","2019-05-13",470112551404063
"DOGE","2019-05-14",58434919790625
"DOGE","2019-05-15",576732539158262
"DOGE","2019-05-16",681284829680083
"DOGE","2019-05-17",664953989551568
"DOGE","2019-05-18",548496758977168
"DOGE","2019-05-19",638839324071328
"DOGE","2019-05-20",564404624363383
"DOGE","2019-05-21",548456908684016
"DOGE","2019-05-22",600165311201659
"DOGE","2019-05-23",554284774389125
"DOGE","2019-05-24",617674969126325
"DOGE","2019-05-25",582144087774491
"DOGE","2019-05-26",689099159581921
"DOGE","2019-05-27",768584818787837
"DOGE","2019-05-28",678506922312919
"DOGE","2019-05-29",742447610018623
"DOGE","2019-05-30",972524914055211
"DOGE","2019-05-31",852040908686295
"DOGE","2019-06-01",850932792528348
"DOGE","2019-06-02",743157689198226
"DOGE","2019-06-03",768170426817348
"DOGE","2019-06-04",777257353088263
"DOGE","2019-06-05",725613286241263
"DOGE","2019-06-06",716081226860876
"DOGE","2019-06-07",712880692687859
"DOGE","2019-06-08",696994263085004
"DOGE","2019-06-09",694389499480631
"DOGE","2019-06-10",698228426604027
"DOGE","2019-06-11",650708883807757
"DOGE","2019-06-12",695431658796185
"DOGE","2019-06-13",669736943343007
"DOGE","2019-06-14",592528534892745
"DOGE","2019-06-15",634364225832008
"DOGE","2019-06-16",687891124217973
"DOGE","2019-06-17",603866663129874
"DOGE","2019-06-18",549089909291603
"DOGE","2019-06-19",355625983937097
"DOGE","2019-06-20",361021258917413
"DOGE","2019-06-21",424238409384006
"DOGE","2019-06-22",57373527638734
"DOGE","2019-06-23",442293395334824
"DOGE","2019-06-24",42747864637921
"DOGE","2019-06-25",410018258846475
"DOGE","2019-06-26",645289052591513
"DOGE","2019-06-27",761655765602405
"DOGE","2019-06-28",653107776240895
"DOGE","2019-06-29",465944806774358
"DOGE","2019-06-30",435491738385193
"DOGE","2019-07-01",427719930683553
"DOGE","2019-07-02",415811092587323
"DOGE","2019-07-03",375861273854695
"DOGE","2019-07-04",364333303454306
"DOGE","2019-07-05",187924151068634
"DOGE","2019-07-06",650317843287356
"DOGE","2019-07-07",443796488370941
"DOGE","2019-07-08",416827118328632
"DOGE","2019-07-09",426138265390235
"DOGE","2019-07-10",490785767475749
"DOGE","2019-07-11",436091234482063
"DOGE","2019-07-12",354282393047792
"DOGE","2019-07-13",272432010753045
"DOGE","2019-07-14",363398610877694
"DOGE","2019-07-15",430280861240384
"DOGE","2019-07-16",409808330949996
"DOGE","2019-07-17",418380013760068
"DOGE","2019-07-18",402183555316821
"DOGE","2019-07-19",209565406107122
"DOGE","2019-07-20",234242271015402
"DOGE","2019-07-21",183498744840411
"DOGE","2019-07-22",191746764787845
"DOGE","2019-07-23",210069157548452
"DOGE","2019-07-24",238406810715595
"DOGE","2019-07-25",206539748378953
"DOGE","2019-07-26",194389791810734
"DOGE","2019-07-27",209011846734241
"DOGE","2019-07-28",198781030001506
"DOGE","2019-07-29",190542002862351
"DOGE","2019-07-30",16899415718944
"DOGE","2019-07-31",213109769162826
"DOGE","2019-08-01",202065431171833
"DOGE","2019-08-02",185509537319513
"DOGE","2019-08-03",1581394337194
"DOGE","2019-08-04",192386552920587
"DOGE","2019-08-05",310372393510026
"DOGE","2019-08-06",197861327839634
"DOGE","2019-08-07",26551304569203
"DOGE","2019-08-08",169937414590581
"DOGE","2019-08-09",215282979690555
"DOGE","2019-08-10",179208827485611
"DOGE","2019-08-11",16229246382166
"DOGE","2019-08-12",21554919304028
"DOGE","2019-08-13",273085346651181
"DOGE","2019-08-14",343843395625633
"DOGE","2019-08-15",321246441823139
"DOGE","2019-08-16",197957889629396
"DOGE","2019-08-17",187475650051826
"DOGE","2019-08-18",208326016012301
"DOGE","2019-08-19",203010717990502
"DOGE","2019-08-20",196824544878902
"DOGE","2019-08-21",210569188457948
"DOGE","2019-08-22",218130546014998
"DOGE","2019-08-23",216158071267572
"DOGE","2019-08-24",222990274862263
"DOGE","2019-08-25",227277273205713
"DOGE","2019-08-26",229747497465541
"DOGE","2019-08-27",212500340663783
"DOGE","2019-08-28",236028794136369
"DOGE","2019-08-29",286415092374753
"DOGE","2019-08-30",238091871151772
"DOGE","2019-08-31",239272767131349
"DOGE","2019-09-01",227425190295317
"DOGE","2019-09-02",259992389960398
"DOGE","2019-09-03",405486118456474
"DOGE","2019-09-04",276231034166805
"DOGE","2019-09-05",322851014185989
"DOGE","2019-09-06",295777766872315
"DOGE","2019-09-07",347440182680225
"DOGE","2019-09-08",315065144439005
"DOGE","2019-09-09",345822122501602
"DOGE","2019-09-10",298519566592929
"DOGE","2019-09-11",303088130875752
"DOGE","2019-09-12",385156733909349
"DOGE","2019-09-13",341722041001883
"DOGE","2019-09-14",362538398898771
"DOGE","2019-09-15",358626859924728
"DOGE","2019-09-16",311152878042356
"DOGE","2019-09-17",389346621825331
"DOGE","2019-09-18",455269715009939
"DOGE","2019-09-19",464636651504918
"DOGE","2019-09-20",453374158299165
"DOGE","2019-09-21",478015852597651
"DOGE","2019-09-22",379978834271287
"DOGE","2019-09-23",356034010476336
"DOGE","2019-09-24",560483533772212
"DOGE","2019-09-25",589929777938936
"DOGE","2019-09-26",469655708966407
"DOGE","2019-09-27",476596800034127
"DOGE","2019-09-28",362395571828688
"DOGE","2019-09-29",418615295124873
"DOGE","2019-09-30",569207603301077
"DOGE","2019-10-01",405637872963361
"DOGE","2019-10-02",421218301090987
"DOGE","2019-10-03",367883439679068
"DOGE","2019-10-04",428429024832895
"DOGE","2019-10-05",393600960185755
"DOGE","2019-10-06",400939234087071
"DOGE","2019-10-07",481179791198095
"DOGE","2019-10-08",496226396455985
"DOGE","2019-10-09",398688703674641
"DOGE","2019-10-10",494142695347375
"DOGE","2019-10-11",407696574078842
"DOGE","2019-10-12",454875998973139
"DOGE","2019-10-13",63249479396284
"DOGE","2019-10-14",624603241610596
"DOGE","2019-10-15",509799586674152
"DOGE","2019-10-16",504055330894475
"DOGE","2019-10-17",692694996269128
"DOGE","2019-10-18",609096329926709
"DOGE","2019-10-19",698045243995527
"DOGE","2019-10-20",737447117299936
"DOGE","2019-10-21",828884355507991
"DOGE","2019-10-22",755215528366316
"DOGE","2019-10-23",791412470413926
"DOGE","2019-10-24",811901061750567
"DOGE","2019-10-25",985332784658495
"DOGE","2019-10-26",118574429353345
"DOGE","2019-10-27",995513555376814
"DOGE","2019-10-28",922316502579514
"DOGE","2019-10-29",843947490352777
"DOGE","2019-10-30",881322243827872
"DOGE","2019-10-31",721019418179559
"DOGE","2019-11-01",78282711495676
"DOGE","2019-11-02",632324233394071
"DOGE","2019-11-03",578947111874407
"DOGE","2019-11-04",640405004126823
"DOGE","2019-11-05",784587016572228
"DOGE","2019-11-06",882122032310678
"DOGE","2019-11-07",971413682276354
"DOGE","2019-11-08",880390871602999
"DOGE","2019-11-09",931200710156366
"DOGE","2019-11-10",967349585537409
"DOGE","2019-11-11",846081484996383
"DOGE","2019-11-12",725068224380852
"DOGE","2019-11-13",809744774255422
"DOGE","2019-11-14",773599491478105
"DOGE","2019-11-15",788882514129003
"DOGE","2019-11-16",715314571506515
"DOGE","2019-11-17",744987870056251
"DOGE","2019-11-18",725214492425796
"DOGE","2019-11-19",855575752946453
"DOGE","2019-11-20",772862600189228
"DOGE","2019-11-21",959994258294644
"DOGE","2019-11-22",109619351392331
"DOGE","2019-11-23",112247813666494
"DOGE","2019-11-24",101469802540679
"DOGE","2019-11-25",129591062410009
"DOGE","2019-11-26",100273989631235
"DOGE","2019-11-27",100345293823128
"DOGE","2019-11-28",97959428042528
"DOGE","2019-11-29",978598452501035
"DOGE","2019-11-30",895656107131885
"DOGE","2019-12-01",770078088923259
"DOGE","2019-12-02",667825096841599
"DOGE","2019-12-03",625087317760223
"DOGE","2019-12-04",731514423317911
"DOGE","2019-12-05",667577920866592
"DOGE","2019-12-06",669329582195615
"DOGE","2019-12-07",629330993132765
"DOGE","2019-12-08",554422390168356
"DOGE","2019-12-09",626967530350412
"DOGE","2019-12-10",698024635995601
"DOGE","2019-12-11",641080617587459
"DOGE","2019-12-12",662386900620332
"DOGE","2019-12-13",65851726231423
"DOGE","2019-12-14",718497174527259
"DOGE","2019-12-15",664919903615566
"DOGE","2019-12-16",683700947465288
"DOGE","2019-12-17",853499278724469
"DOGE","2019-12-18",981471087986645
"DOGE","2019-12-19",790645736966768
"DOGE","2019-12-20",670838017727726
"DOGE","2019-12-21",666829984709584
"DOGE","2019-12-22",709767482446188
"DOGE","2019-12-23",777085088271351
"DOGE","2019-12-24",718604100098196
"DOGE","2019-12-25",792072635470731
"DOGE","2019-12-26",719064672753706
"DOGE","2019-12-27",754867404841171
"DOGE","2019-12-28",645391927501709
"DOGE","2019-12-29",671098316082238
"DOGE","2019-12-30",731711882800165
"DOGE","2019-12-31",694697848785975
"DOGE","2020-01-01",511809411988128
"DOGE","2020-01-02",650711064314614
"DOGE","2020-01-03",626199877753259
"DOGE","2020-01-04",942275816380369
"DOGE","2020-01-05",526317399726728
"DOGE","2020-01-06",545624086907626
"DOGE","2020-01-07",527673430526486
"DOGE","2020-01-08",772515257058063
"DOGE","2020-01-09",706905709474755
"DOGE","2020-01-10",876833563334692
"DOGE","2020-01-11",942034087594624
"DOGE","2020-01-12",794262149145096
"DOGE","2020-01-13",838498459623477
"DOGE","2020-01-14",12863538273067
"DOGE","2020-01-15",128940321034096
"DOGE","2020-01-16",981241990159423
"DOGE","2020-01-17",117752841322557
"DOGE","2020-01-18",108133942546217
"DOGE","2020-01-19",108085146909213
"DOGE","2020-01-20",920222767692745
"DOGE","2020-01-21",843215648831663
"DOGE","2020-01-22",828525802035897
"DOGE","2020-01-23",918666200756167
"DOGE","2020-01-24",868658824412023
"DOGE","2020-01-25",82421398539371
"DOGE","2020-01-26",734584744635296
"DOGE","2020-01-27",890234140232247
"DOGE","2020-01-28",915287707800709
"DOGE","2020-01-29",80676218551824
"DOGE","2020-01-30",839679136332777
"DOGE","2020-01-31",765192952996293
"DOGE","2020-02-01",787308301274135
"DOGE","2020-02-02",915525149975183
"DOGE","2020-02-03",788566313267162
"DOGE","2020-02-04",897900019270715
"DOGE","2020-02-05",105741619246949
"DOGE","2020-02-06",108711613860144
"DOGE","2020-02-07",130273878439191
"DOGE","2020-02-08",203803814432736
"DOGE","2020-02-09",218861526972173
"DOGE","2020-02-10",195582002591346
"DOGE","2020-02-11",169747135251292
"DOGE","2020-02-12",181406959870567
"DOGE","2020-02-13",168543941872091
"DOGE","2020-02-14",140849233404802
"DOGE","2020-02-15",144726029032137
"DOGE","2020-02-16",149831932652471
"DOGE","2020-02-17",149622002268655
"DOGE","2020-02-18",144188844173512
"DOGE","2020-02-19",136889051763577
"DOGE","2020-02-20",187866681367442
"DOGE","2020-02-21",157652566805765
"DOGE","2020-02-22",156145894777609
"DOGE","2020-02-23",180747901880684
"DOGE","2020-02-24",159143743712974
"DOGE","2020-02-25",178541403882041
"DOGE","2020-02-26",201370789486761
"DOGE","2020-02-27",162813945673302
"DOGE","2020-02-28",153544452878022
"DOGE","2020-02-29",146635830438949
"DOGE","2020-03-01",162437207011672
"DOGE","2020-03-02",165788612285701
"DOGE","2020-03-03",174988478671668
"DOGE","2020-03-04",144601436174355
"DOGE","2020-03-05",104912777123124
"DOGE","2020-03-06",100268192074792
"DOGE","2020-03-07",88138038127239
"DOGE","2020-03-08",101738284202157
"DOGE","2020-03-09",137033008069339
"DOGE","2020-03-10",115431584056025
"DOGE","2020-03-11",107425625627059
"DOGE","2020-03-12",167892774384645
"DOGE","2020-03-13",218676976371259
"DOGE","2020-03-14",113389100802628
"DOGE","2020-03-15",119811060024274
"DOGE","2020-03-16",13432966789134
"DOGE","2020-03-17",102697603635329
"DOGE","2020-03-18",102196814279376
"DOGE","2020-03-19",251888349686163
"DOGE","2020-03-20",188170527680968
"DOGE","2020-03-21",166141810700576
"DOGE","2020-03-22",161287088166379
"DOGE","2020-03-23",166551896685375
"DOGE","2020-03-24",177134004946569
"DOGE","2020-03-25",163367838830367
"DOGE","2020-03-26",162455889500673
"DOGE","2020-03-27",166326062287772
"DOGE","2020-03-28",169979142144816
"DOGE","2020-03-29",156619234855423
"DOGE","2020-03-30",163244392001925
"DOGE","2020-03-31",156195509883328
"DOGE","2020-04-01",163418627038452
"DOGE","2020-04-02",165879605137228
"DOGE","2020-04-03",161121844839326
"DOGE","2020-04-04",160849685833009
"DOGE","2020-04-05",152557917832248
"DOGE","2020-04-06",173173222659065
"DOGE","2020-04-07",129399793175354
"DOGE","2020-04-08",116283369495354
"DOGE","2020-04-09",109954538116972
"DOGE","2020-04-10",122108790040954
"DOGE","2020-04-11",161367395821572
"DOGE","2020-04-12",169892708923104
"DOGE","2020-04-13",167357649924501
"DOGE","2020-04-14",188937615028641
"DOGE","2020-04-15",169903672163655
"DOGE","2020-04-16",17985973828028
"DOGE","2020-04-17",161550207907536
"DOGE","2020-04-18",168186509259874
"DOGE","2020-04-19",172576559733405
"DOGE","2020-04-20",169715146179229
"DOGE","2020-04-21",163652749846191
"DOGE","2020-04-22",163753943280852
"DOGE","2020-04-23",179000349736625
"DOGE","2020-04-24",209562151263269
"DOGE","2020-04-25",229810398160721
"DOGE","2020-04-26",287859775042306
"DOGE","2020-04-27",276033020492681
"DOGE","2020-04-28",254905520419956
"DOGE","2020-04-29",295698249383771
"DOGE","2020-04-30",298563814636249
"DOGE","2020-05-01",282886977259135
"DOGE","2020-05-02",269155282815427
"DOGE","2020-05-03",265156925148762
"DOGE","2020-05-04",261454253121606
"DOGE","2020-05-05",24586111768197
"DOGE","2020-05-06",251393346212209
"DOGE","2020-05-07",284491225931706
"DOGE","2020-05-08",291757355183199
"DOGE","2020-05-09",294993696482121
"DOGE","2020-05-10",290801097327196
"DOGE","2020-05-11",277646033039948
"DOGE","2020-05-12",262934537784634
"DOGE","2020-05-13",265878079914535
